sample_id,noise_type,snr_in_target,SNR_in,SNR_out,SNR_imp,PRD,RMSE
994,MA,0,6.458471792524062,25.139986569115255,18.681514776591193,5.533509648548934,0.04178885111230188
995,EM,7,14.062309985268243,24.56060084568439,10.498290860416148,5.915207143645654,0.026422736532520665
996,MA,7,13.553532965217611,26.882080784767947,13.328547819550336,4.527890971165032,0.014151165087908427
997,MA,5,13.053624211624014,26.491568403272126,13.437944191648112,4.736107809807459,0.02155177663819879
998,BW+MA,10,14.31082515612834,23.933795884148864,9.622970728020524,6.357848951096254,0.012336272417435986
999,MA,7,14.237689714097986,22.77144290166612,8.533753187568134,7.2682164943197165,0.03280898440772025
1000,EM,5,12.980681334591594,25.675216728153597,12.694535393562003,5.202824343431373,0.02037305021853247
1001,EM,10,17.61755321990857,29.91648481023897,12.298931590330401,3.1928297356227575,0.01589451298065692
1002,MA,0,5.796190827771831,24.052407817190264,18.256216989418434,6.271618162329943,0.04756522749248946
1003,MA+EM,5,12.017525021357887,23.93215532215109,11.914630300793203,6.359049913911507,0.015803731737535326
1004,BW,0,8.848112198137724,24.770166758510207,15.922054560372484,5.774197868503881,0.04284987355700753
1005,MA,5,13.784903983201932,25.726611460772503,11.94170747757057,5.172129937463672,0.013435264896760139
1006,EM,0,7.463854317751206,21.599504728170178,14.135650410418972,8.318111998551657,0.02158720369163016
1007,BW,0,10.137988288381738,26.02349258113299,15.885504292751254,4.998335123773292,0.037112474274683636
1008,MA+EM,5,9.092890383876535,19.11785873418132,10.024968350304784,11.068966250891922,0.02905286836104824
1009,BW+EM,10,12.287667287742519,28.750527004752847,16.46285971701033,3.651519714745389,0.02625106305895646
1010,MA,7,13.741860558037152,22.226938493491176,8.485077935454024,7.738433864871595,0.05474441261829784
1011,EM,5,11.178925651357938,22.035267000958964,10.856341349601026,7.911095914504609,0.050387292359894906
1012,EM,5,11.31165827095012,23.083199245848242,11.771540974898121,7.011969812171046,0.019903859639047748
1013,EM,7,14.275130688213347,26.43028334589266,12.155152657679315,4.769642546230186,0.01964095024990484
1014,BW+MA,5,12.224779885453225,21.925419702426943,9.700639816973718,8.011779993197921,0.017891126640020332
